id,booking_id,service_id,service_name_snapshot,duration_minutes,base_price_snapshot,additional_duration_steps,price_per_step_snapshot,line_amount,created_at
295,258,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-09-15 03:00:00
296,259,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-08-27 05:30:00
297,260,5,Massage tinh dầu,90,520000,1,200000,720000,2026-09-11 08:00:00
298,261,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-06-08 10:00:00
299,262,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-08-10 09:15:00
300,263,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-09 07:45:00
301,264,5,Massage tinh dầu,60,520000,0,200000,520000,2026-07-27 14:45:00
302,265,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-06-02 10:45:00
303,266,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-09-15 09:00:00
304,267,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-09-15 11:00:00
305,268,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-07-16 10:00:00
306,269,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-09-14 19:00:00
307,270,10,Chăm sóc và massage bàn chân,75,250000,2,80000,410000,2026-09-14 19:00:00
308,271,6,Massage đá nóng,90,650000,0,0,650000,2026-07-24 08:30:00
309,272,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-08-25 07:45:00
310,273,1,Chăm sóc da mặt cơ bản,60,350000,0,120000,350000,2026-08-04 13:30:00
311,274,5,Massage tinh dầu,90,520000,1,200000,720000,2026-07-31 12:15:00
312,275,1,Chăm sóc da mặt cơ bản,60,350000,0,120000,350000,2026-09-14 10:00:00
313,276,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-09-13 12:45:00
314,276,6,Massage đá nóng,90,650000,0,0,650000,2026-09-13 12:45:00
315,277,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-14 15:00:00
316,278,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-08-02 08:30:00
317,279,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-08-31 17:00:00
318,280,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-06-10 07:30:00
319,281,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-08-14 08:30:00
320,282,6,Massage đá nóng,90,650000,0,0,650000,2026-09-15 00:00:00
321,283,6,Massage đá nóng,90,650000,0,0,650000,2026-08-25 10:00:00
322,284,3,Cấp ẩm chuyên sâu da mặt,60,520000,0,150000,520000,2026-06-25 08:00:00
323,285,5,Massage tinh dầu,120,520000,2,200000,920000,2026-06-14 12:45:00
324,286,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-08-13 08:15:00
325,286,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-08-13 08:15:00
326,287,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-08-03 14:45:00
327,288,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-15 07:00:00
328,288,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-09-15 07:00:00
329,289,3,Cấp ẩm chuyên sâu da mặt,60,468000,0,135000,468000,2026-07-12 06:30:00
330,290,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-07-24 05:00:00
331,290,5,Massage tinh dầu,90,520000,1,200000,720000,2026-07-24 05:00:00
332,291,10,Chăm sóc và massage bàn chân,60,250000,1,80000,330000,2026-09-09 12:00:00
333,291,4,Massage thư giãn toàn thân,120,450000,2,180000,810000,2026-09-09 12:00:00
334,292,1,Chăm sóc da mặt cơ bản,60,350000,0,120000,350000,2026-09-14 19:00:00
335,293,6,Massage đá nóng,90,650000,0,0,650000,2026-09-15 08:00:00
336,294,3,Cấp ẩm chuyên sâu da mặt,60,520000,0,150000,520000,2026-06-22 14:45:00
337,295,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-06-14 09:15:00
338,296,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-05-27 07:00:00
339,297,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-09-15 03:00:00
340,298,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-14 11:00:00
341,299,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-09-14 15:00:00
342,300,5,Massage tinh dầu,90,520000,1,200000,720000,2026-09-14 18:00:00
343,301,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-07-24 09:15:00
344,302,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-14 14:00:00
345,303,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-09-14 21:00:00
346,304,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-05-21 07:30:00
347,305,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-09-10 09:45:00
348,306,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-06-13 06:30:00
349,307,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-07 10:00:00
350,308,10,Chăm sóc và massage bàn chân,75,250000,2,80000,410000,2026-07-05 06:30:00
351,309,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-09-14 20:00:00
352,310,6,Massage đá nóng,90,650000,0,0,650000,2026-09-15 12:00:00
353,311,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-09-15 00:00:00
354,312,4,Massage thư giãn toàn thân,120,450000,2,180000,810000,2026-09-15 06:00:00
355,312,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-09-15 06:00:00
356,313,3,Cấp ẩm chuyên sâu da mặt,60,520000,0,150000,520000,2026-09-15 09:00:00
357,314,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-09-15 11:00:00
358,315,10,Chăm sóc và massage bàn chân,60,250000,1,80000,330000,2026-09-15 08:00:00
359,316,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-05-27 03:30:00
360,317,10,Chăm sóc và massage bàn chân,60,250000,1,80000,330000,2026-05-29 15:00:00
361,318,5,Massage tinh dầu,90,520000,1,200000,720000,2026-09-01 10:45:00
362,319,10,Chăm sóc và massage bàn chân,60,250000,1,80000,330000,2026-09-14 16:00:00
363,319,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-09-14 16:00:00
364,320,6,Massage đá nóng,90,650000,0,0,650000,2026-09-14 15:00:00
365,321,4,Massage thư giãn toàn thân,60,450000,0,180000,450000,2026-09-15 09:00:00
366,322,4,Massage thư giãn toàn thân,60,450000,0,180000,450000,2026-09-14 18:00:00
367,323,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-04 11:15:00
368,324,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-07-16 10:30:00
369,324,6,Massage đá nóng,90,650000,0,0,650000,2026-07-16 10:30:00
370,325,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-08-05 13:15:00
371,326,10,Chăm sóc và massage bàn chân,60,250000,1,80000,330000,2026-07-02 11:45:00
372,327,1,Chăm sóc da mặt cơ bản,60,350000,0,120000,350000,2026-09-15 05:00:00
373,328,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-08-07 13:45:00
374,329,6,Massage đá nóng,90,650000,0,0,650000,2026-09-15 00:00:00
375,330,6,Massage đá nóng,90,650000,0,0,650000,2026-09-15 04:00:00
376,331,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-05-30 11:15:00
377,332,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-05-23 09:15:00
378,333,6,Massage đá nóng,90,650000,0,0,650000,2026-09-07 09:45:00
379,334,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-14 08:30:00
380,334,6,Massage đá nóng,90,650000,0,0,650000,2026-09-14 08:30:00
381,335,1,Chăm sóc da mặt cơ bản,60,350000,0,120000,350000,2026-09-01 13:30:00
382,336,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-06-11 10:45:00
383,337,5,Massage tinh dầu,120,520000,2,200000,920000,2026-08-26 08:15:00
384,338,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-08-28 07:45:00
385,338,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-08-28 07:45:00
386,339,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-09-15 10:00:00
387,340,10,Chăm sóc và massage bàn chân,45,250000,0,80000,250000,2026-09-14 13:00:00
388,341,6,Massage đá nóng,90,650000,0,0,650000,2026-06-28 15:15:00
389,341,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-06-28 15:15:00
390,342,5,Massage tinh dầu,120,520000,2,200000,920000,2026-07-30 09:45:00
391,343,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-05-26 10:45:00
392,344,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-07-25 09:45:00
393,345,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-09-14 14:00:00
394,346,1,Chăm sóc da mặt cơ bản,60,350000,0,120000,350000,2026-08-08 09:45:00
395,346,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-08-08 09:45:00
396,347,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-08-03 08:00:00
397,348,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-09-15 11:00:00
398,349,5,Massage tinh dầu,120,520000,2,200000,920000,2026-07-10 11:30:00
399,350,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-08-25 09:45:00
400,351,5,Massage tinh dầu,90,520000,1,200000,720000,2026-06-02 07:15:00
401,352,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-09-14 23:00:00
402,353,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-06-11 07:15:00
403,354,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-09-15 05:00:00
404,355,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-05-30 08:15:00
405,356,5,Massage tinh dầu,120,520000,2,200000,920000,2026-09-15 05:00:00
406,357,1,Chăm sóc da mặt cơ bản,120,350000,2,120000,590000,2026-07-22 08:30:00
407,358,1,Chăm sóc da mặt cơ bản,120,350000,2,120000,590000,2026-07-31 09:15:00
408,359,6,Massage đá nóng,90,650000,0,0,650000,2026-07-03 09:15:00
409,360,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-06-20 10:15:00
410,361,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-06-28 10:15:00
411,362,3,Cấp ẩm chuyên sâu da mặt,60,520000,0,150000,520000,2026-09-14 10:00:00
412,363,3,Cấp ẩm chuyên sâu da mặt,120,520000,2,150000,820000,2026-07-03 11:45:00
413,364,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-07-19 03:45:00
414,365,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-07-01 05:45:00
415,366,10,Chăm sóc và massage bàn chân,60,250000,1,80000,330000,2026-08-17 06:30:00
416,367,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-09-15 09:00:00
417,368,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-15 11:00:00
418,369,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-06-12 11:30:00
419,370,5,Massage tinh dầu,90,520000,1,200000,720000,2026-05-30 06:30:00
420,371,4,Massage thư giãn toàn thân,60,450000,0,180000,450000,2026-09-15 04:00:00
421,372,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-09-15 05:00:00
422,373,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-08-15 13:45:00
423,374,5,Massage tinh dầu,60,520000,0,200000,520000,2026-09-14 16:00:00
424,375,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-09-14 12:00:00
425,376,1,Chăm sóc da mặt cơ bản,120,350000,2,120000,590000,2026-06-19 02:45:00
426,377,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-09-15 13:00:00
427,378,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-07-26 07:45:00
428,379,1,Chăm sóc da mặt cơ bản,60,350000,0,120000,350000,2026-09-14 12:00:00
429,380,5,Massage tinh dầu,90,520000,1,200000,720000,2026-07-24 13:00:00
430,381,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-09-04 06:45:00
431,381,4,Massage thư giãn toàn thân,120,450000,2,180000,810000,2026-09-04 06:45:00
432,382,6,Massage đá nóng,90,650000,0,0,650000,2026-09-14 18:00:00
433,383,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-09-15 08:00:00
434,384,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-05-20 10:45:00
435,385,1,Chăm sóc da mặt cơ bản,60,350000,0,120000,350000,2026-06-22 08:45:00
436,386,10,Chăm sóc và massage bàn chân,75,250000,2,80000,410000,2026-09-03 09:15:00
437,386,5,Massage tinh dầu,60,520000,0,200000,520000,2026-09-03 09:15:00
438,387,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-09-14 13:00:00
439,388,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-09-15 01:00:00
440,389,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-09-15 02:00:00
441,390,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-09-14 18:00:00
442,391,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-06-12 13:15:00
443,392,10,Chăm sóc và massage bàn chân,60,250000,1,80000,330000,2026-08-11 05:15:00
444,392,4,Massage thư giãn toàn thân,60,450000,0,180000,450000,2026-08-11 05:15:00
445,393,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-15 08:00:00
446,394,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-09-07 09:30:00
447,395,6,Massage đá nóng,90,650000,0,0,650000,2026-09-15 02:00:00
448,396,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-09-15 03:00:00
449,397,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-07-23 05:30:00
450,398,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-07-16 09:45:00
451,399,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-05-29 14:00:00
452,400,5,Massage tinh dầu,90,520000,1,200000,720000,2026-09-15 06:00:00
453,401,3,Cấp ẩm chuyên sâu da mặt,120,520000,2,150000,820000,2026-09-15 08:00:00
454,401,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-09-15 08:00:00
455,402,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-06-27 10:45:00
456,403,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-09-01 11:45:00
457,404,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-09-14 21:00:00
458,405,4,Massage thư giãn toàn thân,120,450000,2,180000,810000,2026-08-26 11:00:00
459,406,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-06-24 10:45:00
460,407,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-08-31 09:45:00
461,408,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-09-14 11:00:00
462,409,4,Massage thư giãn toàn thân,120,450000,2,180000,810000,2026-09-08 11:15:00
463,410,6,Massage đá nóng,90,650000,0,0,650000,2026-07-28 07:15:00
464,411,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-06-22 05:30:00
465,412,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-05-23 11:45:00
466,413,4,Massage thư giãn toàn thân,60,450000,0,180000,450000,2026-05-17 09:15:00
467,414,5,Massage tinh dầu,90,520000,1,200000,720000,2026-09-14 14:15:00
468,415,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-09-05 07:15:00
469,416,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-09-14 23:00:00
470,417,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-05-28 09:30:00
471,418,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-09-15 08:00:00
472,419,10,Chăm sóc và massage bàn chân,60,250000,1,80000,330000,2026-09-14 21:00:00
473,420,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-09-14 20:00:00
474,421,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-09-14 18:00:00
475,421,10,Chăm sóc và massage bàn chân,45,250000,0,80000,250000,2026-09-14 18:00:00
476,422,6,Massage đá nóng,90,650000,0,0,650000,2026-09-14 21:00:00
477,422,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-09-14 21:00:00
478,423,1,Chăm sóc da mặt cơ bản,60,350000,0,120000,350000,2026-09-15 09:00:00
479,424,5,Massage tinh dầu,120,520000,2,200000,920000,2026-05-23 06:30:00
480,425,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-07-13 11:00:00
481,426,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-09-14 16:00:00
482,427,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-07-23 05:00:00
483,428,4,Massage thư giãn toàn thân,120,450000,2,180000,810000,2026-09-15 05:00:00
484,429,10,Chăm sóc và massage bàn chân,60,250000,1,80000,330000,2026-08-17 13:45:00
485,430,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-06-29 15:15:00
486,431,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-06-30 12:15:00
487,432,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-06-30 05:45:00
488,433,5,Massage tinh dầu,60,520000,0,200000,520000,2026-08-22 12:30:00
489,434,1,Chăm sóc da mặt cơ bản,60,350000,0,120000,350000,2026-09-15 00:00:00
490,435,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-06-04 10:00:00
491,436,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-09-15 08:00:00
492,436,10,Chăm sóc và massage bàn chân,45,250000,0,80000,250000,2026-09-15 08:00:00
493,437,4,Massage thư giãn toàn thân,60,450000,0,180000,450000,2026-05-27 15:45:00
494,438,5,Massage tinh dầu,90,520000,1,200000,720000,2026-07-09 04:15:00
495,439,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-08-22 14:30:00
496,439,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-08-22 14:30:00
497,440,6,Massage đá nóng,90,650000,0,0,650000,2026-07-11 05:45:00
498,441,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-05-26 14:00:00
499,442,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-09-14 19:00:00
500,442,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-14 19:00:00
501,443,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-14 09:00:00
502,444,1,Chăm sóc da mặt cơ bản,60,350000,0,120000,350000,2026-09-15 10:00:00
503,445,6,Massage đá nóng,90,650000,0,0,650000,2026-07-22 07:30:00
504,446,1,Chăm sóc da mặt cơ bản,120,350000,2,120000,590000,2026-09-14 16:00:00
505,447,4,Massage thư giãn toàn thân,60,450000,0,180000,450000,2026-07-26 05:15:00
506,448,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-08-22 08:15:00
507,449,4,Massage thư giãn toàn thân,60,450000,0,180000,450000,2026-06-07 10:15:00
508,450,6,Massage đá nóng,90,650000,0,0,650000,2026-09-15 12:00:00
509,451,6,Massage đá nóng,90,650000,0,0,650000,2026-09-09 11:45:00
510,452,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-05-21 14:30:00
511,453,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-09-15 00:00:00
512,454,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-09-15 12:00:00
513,454,3,Cấp ẩm chuyên sâu da mặt,60,520000,0,150000,520000,2026-09-15 12:00:00
514,455,1,Chăm sóc da mặt cơ bản,120,350000,2,120000,590000,2026-09-15 11:00:00
515,456,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-05-26 12:15:00
516,457,6,Massage đá nóng,90,650000,0,0,650000,2026-09-14 22:00:00
517,458,4,Massage thư giãn toàn thân,120,450000,2,180000,810000,2026-09-15 08:00:00
518,459,1,Chăm sóc da mặt cơ bản,120,350000,2,120000,590000,2026-09-14 13:00:00
519,460,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-09-01 05:30:00
520,461,6,Massage đá nóng,90,650000,0,0,650000,2026-06-07 08:15:00
521,462,1,Chăm sóc da mặt cơ bản,120,350000,2,120000,590000,2026-09-01 11:15:00
522,463,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-08-23 10:15:00
523,464,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-09-15 11:00:00
524,465,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-15 07:00:00
525,466,6,Massage đá nóng,90,650000,0,0,650000,2026-09-14 21:00:00
526,467,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-09-14 21:00:00
527,468,1,Chăm sóc da mặt cơ bản,120,350000,2,120000,590000,2026-06-15 11:45:00
528,469,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-07-25 06:45:00
529,469,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-07-25 06:45:00
530,470,6,Massage đá nóng,90,650000,0,0,650000,2026-07-14 11:00:00
531,471,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-06-04 08:15:00
532,471,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-06-04 08:15:00
533,472,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-08-18 09:30:00
534,473,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-07-31 11:00:00
535,474,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-09-11 07:15:00
536,474,6,Massage đá nóng,90,650000,0,0,650000,2026-09-11 07:15:00
537,475,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-14 09:00:00
538,476,6,Massage đá nóng,90,650000,0,0,650000,2026-06-03 11:15:00
539,477,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-07-19 08:00:00
540,478,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-08-04 13:15:00
541,479,6,Massage đá nóng,90,650000,0,0,650000,2026-06-28 07:15:00
542,480,1,Chăm sóc da mặt cơ bản,120,350000,2,120000,590000,2026-09-11 12:15:00
543,481,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-05-23 09:15:00
544,482,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-09-14 12:00:00
545,483,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-14 09:00:00
546,484,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-05-20 13:00:00
547,484,3,Cấp ẩm chuyên sâu da mặt,120,520000,2,150000,820000,2026-05-20 13:00:00
548,485,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-15 11:00:00
549,486,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-07-14 07:15:00
550,487,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-09-15 13:30:00
551,488,6,Massage đá nóng,90,650000,0,0,650000,2026-05-24 06:30:00
552,489,5,Massage tinh dầu,90,520000,1,200000,720000,2026-09-03 04:00:00
553,490,1,Chăm sóc da mặt cơ bản,60,350000,0,120000,350000,2026-09-14 13:00:00
554,490,4,Massage thư giãn toàn thân,120,450000,2,180000,810000,2026-09-14 13:00:00
555,491,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-06-13 10:15:00
556,491,6,Massage đá nóng,90,650000,0,0,650000,2026-06-13 10:15:00
557,492,10,Chăm sóc và massage bàn chân,60,250000,1,80000,330000,2026-06-02 15:45:00
558,493,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-09-15 12:00:00
559,494,7,"Trị liệu đầu, cổ và vai gáy",45,252000,0,0,252000,2026-07-19 08:30:00
560,495,1,Chăm sóc da mặt cơ bản,120,350000,2,120000,590000,2026-08-20 10:45:00
561,496,3,Cấp ẩm chuyên sâu da mặt,120,520000,2,150000,820000,2026-07-13 06:45:00
562,496,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-07-13 06:45:00
563,497,10,Chăm sóc và massage bàn chân,60,250000,1,80000,330000,2026-09-15 03:00:00
564,498,6,Massage đá nóng,90,650000,0,0,650000,2026-09-09 08:00:00
565,499,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-09-11 09:15:00
566,500,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-06-17 11:45:00
567,501,5,Massage tinh dầu,90,520000,1,200000,720000,2026-09-05 10:30:00
568,502,3,Cấp ẩm chuyên sâu da mặt,120,520000,2,150000,820000,2026-05-18 10:45:00
569,502,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-05-18 10:45:00
570,503,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-08-15 14:15:00
571,504,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-06-01 14:45:00
572,505,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-09-14 21:00:00
573,506,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-09-14 16:00:00
574,507,3,Cấp ẩm chuyên sâu da mặt,120,520000,2,150000,820000,2026-08-27 12:30:00
575,508,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-06-28 08:15:00
576,509,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-09-14 13:00:00
577,509,4,Massage thư giãn toàn thân,60,450000,0,180000,450000,2026-09-14 13:00:00
578,510,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-07-13 12:30:00
579,511,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-13 13:45:00
580,512,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-06-15 11:15:00
581,513,10,Chăm sóc và massage bàn chân,60,250000,1,80000,330000,2026-08-03 14:15:00
582,513,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-08-03 14:15:00
583,514,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-08-27 03:00:00
584,515,4,Massage thư giãn toàn thân,60,450000,0,180000,450000,2026-08-17 11:00:00
585,516,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-06-23 10:15:00
586,517,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-05 15:30:00
587,518,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-06-23 09:00:00
588,518,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-06-23 09:00:00
589,519,6,Massage đá nóng,90,650000,0,0,650000,2026-07-21 09:30:00
590,520,6,Massage đá nóng,90,650000,0,0,650000,2026-09-10 13:15:00
591,520,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-10 13:15:00
592,521,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-07-28 14:45:00
593,522,3,Cấp ẩm chuyên sâu da mặt,120,520000,2,150000,820000,2026-09-15 00:00:00
