id,customer_id,package_id,staff_id,status_id,booking_start,booking_end,customer_note,assignment_type,assigned_by_manager_id,created_at,updated_at
165,23,3,13,4,2026-09-08 15:30:00,2026-09-08 17:00:00,Da nhạy cảm,AUTO,\N,2026-08-29 14:30:00,2026-09-08 17:30:00
166,107,1,14,3,2026-09-14 09:00:00,2026-09-14 10:00:00,\N,MANUAL,2,2026-08-28 02:00:00,2026-09-14 11:00:00
167,105,9,6,4,2026-07-13 15:30:00,2026-07-13 17:30:00,Da nhạy cảm,CUSTOMER,\N,2026-06-24 06:30:00,2026-07-13 17:30:00
168,20,3,8,4,2026-08-12 09:00:00,2026-08-12 10:30:00,Khách lần đầu sử dụng dịch vụ,AUTO,\N,2026-08-03 02:00:00,2026-08-12 11:00:00
169,103,2,13,4,2026-08-11 11:00:00,2026-08-11 11:45:00,\N,MANUAL,1,2026-07-25 09:00:00,2026-08-11 13:00:00
170,55,9,7,4,2026-09-03 15:30:00,2026-09-03 17:30:00,Đến sớm 10 phút,CUSTOMER,\N,2026-08-06 08:30:00,2026-09-03 17:30:00
171,86,6,10,4,2026-08-19 11:00:00,2026-08-19 11:45:00,\N,AUTO,\N,2026-07-22 01:00:00,2026-08-19 13:00:00
172,76,3,\N,6,2026-09-04 10:00:00,2026-09-04 11:30:00,Đến sớm 10 phút,\N,\N,2026-08-14 08:00:00,2026-08-14 10:00:00
173,17,4,14,4,2026-08-14 09:00:00,2026-08-14 09:45:00,\N,CUSTOMER,\N,2026-08-03 23:00:00,2026-08-14 11:00:00
174,77,2,12,4,2026-08-08 13:30:00,2026-08-08 14:15:00,Ưu tiên nhân viên nữ,AUTO,\N,2026-07-18 06:30:00,2026-08-08 15:30:00
175,49,7,15,4,2026-09-07 13:30:00,2026-09-07 14:30:00,Khách muốn phòng yên tĩnh,MANUAL,3,2026-08-29 05:30:00,2026-09-07 15:30:00
176,103,6,11,2,2026-10-14 15:30:00,2026-10-14 16:15:00,Da nhạy cảm,CUSTOMER,\N,2026-09-27 11:30:00,2026-09-27 13:30:00
177,22,3,4,4,2026-07-23 11:00:00,2026-07-23 12:30:00,Khách muốn phòng yên tĩnh,AUTO,\N,2026-06-27 10:00:00,2026-07-23 13:00:00
178,94,7,15,2,2026-09-15 11:00:00,2026-09-15 12:00:00,Ưu tiên nhân viên nữ,MANUAL,1,2026-08-23 06:00:00,2026-08-23 08:00:00
179,32,2,13,2,2026-09-17 15:30:00,2026-09-17 16:15:00,Ưu tiên nhân viên nữ,CUSTOMER,\N,2026-08-19 08:30:00,2026-08-19 10:30:00
180,112,4,\N,1,2026-09-15 10:00:00,2026-09-15 10:45:00,\N,\N,\N,2026-09-09 04:00:00,2026-09-09 06:00:00
181,45,4,13,2,2026-09-22 09:00:00,2026-09-22 09:45:00,Đến sớm 10 phút,MANUAL,2,2026-09-09 08:00:00,2026-09-09 10:00:00
182,48,8,6,4,2026-08-08 11:00:00,2026-08-08 12:15:00,Da nhạy cảm,CUSTOMER,\N,2026-08-04 10:00:00,2026-08-08 13:00:00
183,41,4,13,4,2026-08-07 13:30:00,2026-08-07 14:15:00,\N,AUTO,\N,2026-07-16 12:30:00,2026-08-07 15:30:00
184,89,8,7,5,2026-08-31 15:30:00,2026-08-31 16:45:00,Ưu tiên nhân viên nữ,MANUAL,1,2026-08-03 11:30:00,2026-08-03 13:30:00
185,102,6,14,3,2026-09-14 13:30:00,2026-09-14 14:15:00,Khách muốn phòng yên tĩnh,CUSTOMER,\N,2026-08-18 08:30:00,2026-09-14 12:00:00
186,30,7,10,4,2026-07-21 11:00:00,2026-07-21 12:00:00,Khách lần đầu sử dụng dịch vụ,AUTO,\N,2026-07-01 11:00:00,2026-07-21 13:00:00
187,109,3,5,6,2026-08-05 13:30:00,2026-08-05 15:00:00,Da nhạy cảm,MANUAL,3,2026-07-12 10:30:00,2026-07-12 12:30:00
188,60,7,11,5,2026-09-16 13:30:00,2026-09-16 14:30:00,Khách muốn phòng yên tĩnh,CUSTOMER,\N,2026-09-14 05:30:00,2026-09-14 07:30:00
189,86,7,7,4,2026-07-03 09:00:00,2026-07-03 10:00:00,Da nhạy cảm,AUTO,\N,2026-06-11 23:00:00,2026-07-03 11:00:00
190,59,6,6,4,2026-07-01 15:30:00,2026-07-01 16:15:00,\N,MANUAL,3,2026-06-07 09:30:00,2026-07-01 17:30:00
191,48,4,8,6,2026-09-15 15:30:00,2026-09-15 16:15:00,Khách lần đầu sử dụng dịch vụ,CUSTOMER,\N,2026-09-14 07:30:00,2026-09-14 09:30:00
192,22,9,6,4,2026-07-23 15:30:00,2026-07-23 17:30:00,Ưu tiên nhân viên nữ,AUTO,\N,2026-07-10 10:30:00,2026-07-23 17:30:00
193,73,3,4,4,2026-09-09 13:30:00,2026-09-09 15:00:00,Ưu tiên nhân viên nữ,MANUAL,3,2026-08-22 03:30:00,2026-09-09 15:30:00
194,106,2,9,5,2026-09-17 09:00:00,2026-09-17 09:45:00,Ưu tiên nhân viên nữ,CUSTOMER,\N,2026-09-06 23:00:00,2026-09-07 01:00:00
195,34,1,9,3,2026-09-14 11:00:00,2026-09-14 12:00:00,Khách lần đầu sử dụng dịch vụ,AUTO,\N,2026-08-15 01:00:00,2026-09-14 12:00:00
196,106,6,6,2,2026-10-03 09:00:00,2026-10-03 09:45:00,Khách muốn phòng yên tĩnh,MANUAL,3,2026-09-24 07:00:00,2026-09-24 09:00:00
197,90,5,15,4,2026-07-07 11:00:00,2026-07-07 12:30:00,Đến sớm 10 phút,CUSTOMER,\N,2026-06-23 03:00:00,2026-07-07 13:00:00
198,67,2,9,2,2026-10-06 09:00:00,2026-10-06 09:45:00,Đến sớm 10 phút,AUTO,\N,2026-09-27 23:00:00,2026-09-28 01:00:00
199,95,4,14,4,2026-09-04 11:00:00,2026-09-04 11:45:00,Đến sớm 10 phút,MANUAL,1,2026-08-10 03:00:00,2026-09-04 13:00:00
200,16,2,4,4,2026-09-07 09:00:00,2026-09-07 09:45:00,\N,CUSTOMER,\N,2026-09-04 08:00:00,2026-09-07 11:00:00
201,38,5,14,4,2026-08-21 09:00:00,2026-08-21 10:30:00,\N,AUTO,\N,2026-08-09 01:00:00,2026-08-21 11:00:00
202,53,5,4,4,2026-07-16 13:30:00,2026-07-16 15:00:00,Đến sớm 10 phút,MANUAL,2,2026-06-17 03:30:00,2026-07-16 15:30:00
203,34,3,14,4,2026-07-24 13:30:00,2026-07-24 15:00:00,Khách lần đầu sử dụng dịch vụ,CUSTOMER,\N,2026-07-20 10:30:00,2026-07-24 15:30:00
204,90,8,\N,6,2026-09-07 10:00:00,2026-09-07 11:15:00,Khách muốn phòng yên tĩnh,\N,\N,2026-08-27 05:00:00,2026-08-27 07:00:00
205,101,4,5,6,2026-09-01 13:30:00,2026-09-01 14:15:00,Khách muốn phòng yên tĩnh,MANUAL,1,2026-08-21 10:30:00,2026-08-21 12:30:00
206,107,7,10,5,2026-09-12 13:30:00,2026-09-12 14:30:00,\N,CUSTOMER,\N,2026-08-19 03:30:00,2026-08-19 05:30:00
207,109,2,9,4,2026-07-28 11:00:00,2026-07-28 11:45:00,Khách lần đầu sử dụng dịch vụ,AUTO,\N,2026-06-29 02:00:00,2026-07-28 13:00:00
208,53,3,4,2,2026-10-17 09:00:00,2026-10-17 10:30:00,Ưu tiên nhân viên nữ,MANUAL,3,2026-09-23 02:00:00,2026-09-23 04:00:00
209,21,4,10,1,2026-09-29 15:30:00,2026-09-29 16:15:00,Khách lần đầu sử dụng dịch vụ,CUSTOMER,\N,2026-09-25 07:30:00,2026-09-25 09:30:00
210,51,5,4,4,2026-09-05 11:00:00,2026-09-05 12:30:00,Khách muốn phòng yên tĩnh,AUTO,\N,2026-08-21 09:00:00,2026-09-05 13:00:00
211,25,9,15,4,2026-07-21 15:30:00,2026-07-21 17:30:00,Khách muốn phòng yên tĩnh,MANUAL,3,2026-07-05 08:30:00,2026-07-21 17:30:00
212,91,3,9,4,2026-07-21 09:00:00,2026-07-21 10:30:00,Đến sớm 10 phút,CUSTOMER,\N,2026-07-04 03:00:00,2026-07-21 11:00:00
213,88,1,10,6,2026-09-23 11:00:00,2026-09-23 12:00:00,Khách muốn phòng yên tĩnh,AUTO,\N,2026-09-12 12:00:00,2026-09-12 14:00:00
214,82,9,\N,1,2026-10-17 10:00:00,2026-10-17 12:00:00,Khách muốn phòng yên tĩnh,\N,\N,2026-09-25 04:00:00,2026-09-25 06:00:00
215,93,2,13,6,2026-08-06 15:30:00,2026-08-06 16:15:00,Da nhạy cảm,CUSTOMER,\N,2026-07-29 08:30:00,2026-07-29 10:30:00
216,60,2,8,3,2026-09-14 13:30:00,2026-09-14 14:15:00,Da nhạy cảm,AUTO,\N,2026-08-28 13:30:00,2026-09-14 12:00:00
217,99,4,5,1,2026-10-12 13:30:00,2026-10-12 14:15:00,Đến sớm 10 phút,MANUAL,1,2026-09-28 05:30:00,2026-09-28 07:30:00
218,77,3,12,5,2026-10-01 15:30:00,2026-10-01 17:00:00,\N,CUSTOMER,\N,2026-09-18 05:30:00,2026-09-18 07:30:00
219,27,3,4,5,2026-08-29 13:30:00,2026-08-29 15:00:00,Khách lần đầu sử dụng dịch vụ,AUTO,\N,2026-08-04 11:30:00,2026-08-04 13:30:00
220,79,8,\N,6,2026-08-07 10:00:00,2026-08-07 11:15:00,Khách lần đầu sử dụng dịch vụ,\N,\N,2026-08-06 07:00:00,2026-08-06 09:00:00
