id,booking_id,old_status_id,new_status_id,changed_by,note,changed_at
373,121,2,3,8,Staff bắt đầu thực hiện dịch vụ,2026-08-21 09:00:00
374,121,3,4,8,Dịch vụ đã hoàn thành,2026-08-21 10:30:00
375,122,\N,1,98,Khách hàng tạo booking,2026-08-02 08:30:00
376,122,1,2,\N,Booking được xác nhận,2026-08-02 08:35:00
377,122,2,3,5,Staff bắt đầu thực hiện dịch vụ,2026-08-03 15:30:00
378,122,3,4,5,Dịch vụ đã hoàn thành,2026-08-03 16:30:00
379,123,\N,1,53,Khách hàng tạo booking,2026-08-25 05:00:00
380,123,1,2,\N,Booking được xác nhận,2026-08-25 05:05:00
381,123,2,3,6,Staff bắt đầu thực hiện dịch vụ,2026-08-28 09:00:00
382,123,3,4,6,Dịch vụ đã hoàn thành,2026-08-28 10:00:00
383,124,\N,1,106,Khách hàng tạo booking,2026-09-05 07:30:00
384,124,1,2,1,Booking được xác nhận,2026-09-05 07:35:00
385,124,2,5,106,Khách hàng hủy lịch,2026-09-06 07:30:00
386,125,\N,1,39,Khách hàng tạo booking,2026-08-01 03:00:00
387,125,1,2,\N,Booking được xác nhận,2026-08-01 03:05:00
388,125,2,3,12,Staff bắt đầu thực hiện dịch vụ,2026-08-27 11:00:00
389,125,3,4,12,Dịch vụ đã hoàn thành,2026-08-27 12:30:00
390,126,\N,1,62,Khách hàng tạo booking,2026-07-29 03:00:00
391,126,1,6,1,Không còn nhân viên phù hợp trong khung giờ,2026-07-29 03:20:00
392,127,\N,1,49,Khách hàng tạo booking,2026-07-11 10:30:00
393,127,1,2,2,Booking được xác nhận,2026-07-11 10:35:00
394,127,2,3,15,Staff bắt đầu thực hiện dịch vụ,2026-07-15 13:30:00
395,127,3,4,15,Dịch vụ đã hoàn thành,2026-07-15 14:45:00
396,128,\N,1,30,Khách hàng tạo booking,2026-08-08 08:30:00
397,128,1,2,\N,Booking được xác nhận,2026-08-08 08:35:00
398,128,2,3,8,Staff bắt đầu thực hiện dịch vụ,2026-08-19 15:30:00
399,128,3,4,8,Dịch vụ đã hoàn thành,2026-08-19 17:00:00
400,129,\N,1,22,Khách hàng tạo booking,2026-09-04 01:00:00
401,129,1,2,\N,Booking được xác nhận,2026-09-04 01:05:00
402,130,\N,1,85,Khách hàng tạo booking,2026-09-05 11:00:00
403,130,1,2,1,Booking được xác nhận,2026-09-05 11:05:00
404,131,\N,1,60,Khách hàng tạo booking,2026-07-30 07:00:00
405,131,1,2,\N,Booking được xác nhận,2026-07-30 07:05:00
406,131,2,3,7,Staff bắt đầu thực hiện dịch vụ,2026-08-07 09:00:00
407,131,3,4,7,Dịch vụ đã hoàn thành,2026-08-07 11:00:00
408,132,\N,1,57,Khách hàng tạo booking,2026-07-23 00:00:00
409,132,1,6,1,Không còn nhân viên phù hợp trong khung giờ,2026-07-23 00:20:00
410,133,\N,1,78,Khách hàng tạo booking,2026-09-11 08:30:00
411,133,1,2,3,Booking được xác nhận,2026-09-11 08:35:00
412,133,2,3,5,Staff bắt đầu thực hiện dịch vụ,2026-09-14 15:30:00
413,134,\N,1,101,Khách hàng tạo booking,2026-07-24 05:30:00
414,134,1,2,\N,Booking được xác nhận,2026-07-24 05:35:00
415,134,2,3,6,Staff bắt đầu thực hiện dịch vụ,2026-07-28 15:30:00
416,134,3,4,6,Dịch vụ đã hoàn thành,2026-07-28 16:15:00
417,135,\N,1,18,Khách hàng tạo booking,2026-08-24 04:00:00
418,135,1,2,\N,Booking được xác nhận,2026-08-24 04:05:00
419,135,2,5,18,Khách hàng hủy lịch,2026-08-25 04:00:00
420,136,\N,1,99,Khách hàng tạo booking,2026-06-15 09:30:00
421,136,1,2,1,Booking được xác nhận,2026-06-15 09:35:00
422,136,2,3,14,Staff bắt đầu thực hiện dịch vụ,2026-07-13 15:30:00
423,136,3,4,14,Dịch vụ đã hoàn thành,2026-07-13 17:00:00
424,137,\N,1,32,Khách hàng tạo booking,2026-09-04 02:00:00
425,138,\N,1,94,Khách hàng tạo booking,2026-07-20 09:30:00
426,138,1,2,\N,Booking được xác nhận,2026-07-20 09:35:00
427,138,2,3,5,Staff bắt đầu thực hiện dịch vụ,2026-07-28 13:30:00
428,138,3,4,5,Dịch vụ đã hoàn thành,2026-07-28 15:00:00
429,139,\N,1,26,Khách hàng tạo booking,2026-07-26 12:30:00
430,139,1,2,2,Booking được xác nhận,2026-07-26 12:35:00
431,139,2,3,4,Staff bắt đầu thực hiện dịch vụ,2026-08-08 13:30:00
432,139,3,4,4,Dịch vụ đã hoàn thành,2026-08-08 14:15:00
433,140,\N,1,79,Khách hàng tạo booking,2026-08-18 11:30:00
434,140,1,2,\N,Booking được xác nhận,2026-08-18 11:35:00
435,140,2,3,7,Staff bắt đầu thực hiện dịch vụ,2026-08-19 15:30:00
436,140,3,4,7,Dịch vụ đã hoàn thành,2026-08-19 16:15:00
437,141,\N,1,21,Khách hàng tạo booking,2026-08-03 10:30:00
438,141,1,2,\N,Booking được xác nhận,2026-08-03 10:35:00
439,141,2,3,10,Staff bắt đầu thực hiện dịch vụ,2026-08-05 13:30:00
440,141,3,4,10,Dịch vụ đã hoàn thành,2026-08-05 14:30:00
441,142,\N,1,71,Khách hàng tạo booking,2026-07-11 09:30:00
442,142,1,2,2,Booking được xác nhận,2026-07-11 09:35:00
443,142,2,3,13,Staff bắt đầu thực hiện dịch vụ,2026-07-16 13:30:00
444,142,3,4,13,Dịch vụ đã hoàn thành,2026-07-16 14:15:00
445,143,\N,1,31,Khách hàng tạo booking,2026-10-01 04:00:00
446,143,1,2,\N,Booking được xác nhận,2026-10-01 04:05:00
447,144,\N,1,35,Khách hàng tạo booking,2026-07-24 01:00:00
448,144,1,2,\N,Booking được xác nhận,2026-07-24 01:05:00
449,144,2,3,8,Staff bắt đầu thực hiện dịch vụ,2026-08-01 09:00:00
450,144,3,4,8,Dịch vụ đã hoàn thành,2026-08-01 10:30:00
451,145,\N,1,67,Khách hàng tạo booking,2026-08-31 06:30:00
452,145,1,2,2,Booking được xác nhận,2026-08-31 06:35:00
453,145,2,5,67,Khách hàng hủy lịch,2026-09-01 06:30:00
454,146,\N,1,109,Khách hàng tạo booking,2026-09-22 07:30:00
455,146,1,2,\N,Booking được xác nhận,2026-09-22 07:35:00
456,147,\N,1,69,Khách hàng tạo booking,2026-08-26 00:00:00
457,147,1,2,\N,Booking được xác nhận,2026-08-26 00:05:00
458,147,2,5,69,Khách hàng hủy lịch,2026-08-27 00:00:00
459,148,\N,1,23,Khách hàng tạo booking,2026-08-16 09:00:00
460,148,1,2,3,Booking được xác nhận,2026-08-16 09:05:00
461,148,2,3,14,Staff bắt đầu thực hiện dịch vụ,2026-08-20 11:00:00
462,148,3,4,14,Dịch vụ đã hoàn thành,2026-08-20 12:00:00
463,149,\N,1,37,Khách hàng tạo booking,2026-09-21 04:00:00
464,149,1,2,\N,Booking được xác nhận,2026-09-21 04:05:00
465,150,\N,1,27,Khách hàng tạo booking,2026-07-30 09:00:00
466,150,1,2,\N,Booking được xác nhận,2026-07-30 09:05:00
467,150,2,3,10,Staff bắt đầu thực hiện dịch vụ,2026-08-03 09:00:00
468,150,3,4,10,Dịch vụ đã hoàn thành,2026-08-03 09:45:00
469,151,\N,1,115,Khách hàng tạo booking,2026-09-16 09:00:00
470,151,1,2,1,Booking được xác nhận,2026-09-16 09:05:00
471,152,\N,1,89,Khách hàng tạo booking,2026-08-03 11:30:00
472,152,1,2,\N,Booking được xác nhận,2026-08-03 11:35:00
473,152,2,3,7,Staff bắt đầu thực hiện dịch vụ,2026-08-24 15:30:00
474,152,3,4,7,Dịch vụ đã hoàn thành,2026-08-24 16:30:00
475,153,\N,1,68,Khách hàng tạo booking,2026-08-30 11:30:00
476,153,1,2,\N,Booking được xác nhận,2026-08-30 11:35:00
477,153,2,5,68,Khách hàng hủy lịch,2026-08-31 11:30:00
478,154,\N,1,56,Khách hàng tạo booking,2026-10-04 06:00:00
479,155,\N,1,76,Khách hàng tạo booking,2026-07-02 09:00:00
480,155,1,2,\N,Booking được xác nhận,2026-07-02 09:05:00
481,155,2,3,12,Staff bắt đầu thực hiện dịch vụ,2026-08-01 11:00:00
482,155,3,4,12,Dịch vụ đã hoàn thành,2026-08-01 13:00:00
483,156,\N,1,46,Khách hàng tạo booking,2026-08-15 00:00:00
484,156,1,2,\N,Booking được xác nhận,2026-08-15 00:05:00
485,156,2,5,46,Khách hàng hủy lịch,2026-08-16 00:00:00
486,157,\N,1,32,Khách hàng tạo booking,2026-08-09 09:00:00
487,157,1,2,3,Booking được xác nhận,2026-08-09 09:05:00
488,157,2,3,9,Staff bắt đầu thực hiện dịch vụ,2026-08-20 11:00:00
489,157,3,4,9,Dịch vụ đã hoàn thành,2026-08-20 11:45:00
490,158,\N,1,87,Khách hàng tạo booking,2026-07-17 02:00:00
491,158,1,2,\N,Booking được xác nhận,2026-07-17 02:05:00
492,158,2,3,15,Staff bắt đầu thực hiện dịch vụ,2026-08-07 11:00:00
493,158,3,4,15,Dịch vụ đã hoàn thành,2026-08-07 11:45:00
494,159,\N,1,79,Khách hàng tạo booking,2026-08-16 10:00:00
495,159,1,2,\N,Booking được xác nhận,2026-08-16 10:05:00
496,159,2,5,79,Khách hàng hủy lịch,2026-08-17 10:00:00
497,160,\N,1,16,Khách hàng tạo booking,2026-06-30 10:00:00
498,160,1,2,3,Booking được xác nhận,2026-06-30 10:05:00
499,160,2,3,6,Staff bắt đầu thực hiện dịch vụ,2026-07-29 11:00:00
500,160,3,4,6,Dịch vụ đã hoàn thành,2026-07-29 12:00:00
501,161,\N,1,92,Khách hàng tạo booking,2026-08-17 07:00:00
502,161,1,6,1,Không còn nhân viên phù hợp trong khung giờ,2026-08-17 07:20:00
503,162,\N,1,46,Khách hàng tạo booking,2026-09-01 01:00:00
504,162,1,2,\N,Booking được xác nhận,2026-09-01 01:05:00
505,162,2,5,46,Khách hàng hủy lịch,2026-09-02 01:00:00
506,163,\N,1,26,Khách hàng tạo booking,2026-09-22 08:30:00
507,163,1,2,1,Booking được xác nhận,2026-09-22 08:35:00
508,164,\N,1,49,Khách hàng tạo booking,2026-08-23 06:00:00
509,165,\N,1,23,Khách hàng tạo booking,2026-08-29 14:30:00
510,165,1,2,\N,Booking được xác nhận,2026-08-29 14:35:00
511,165,2,3,13,Staff bắt đầu thực hiện dịch vụ,2026-09-08 15:30:00
512,165,3,4,13,Dịch vụ đã hoàn thành,2026-09-08 17:00:00
513,166,\N,1,107,Khách hàng tạo booking,2026-08-28 02:00:00
514,166,1,2,2,Booking được xác nhận,2026-08-28 02:05:00
515,166,2,3,14,Staff bắt đầu thực hiện dịch vụ,2026-09-14 09:00:00
516,167,\N,1,105,Khách hàng tạo booking,2026-06-24 06:30:00
517,167,1,2,\N,Booking được xác nhận,2026-06-24 06:35:00
518,167,2,3,6,Staff bắt đầu thực hiện dịch vụ,2026-07-13 15:30:00
519,167,3,4,6,Dịch vụ đã hoàn thành,2026-07-13 17:30:00
520,168,\N,1,20,Khách hàng tạo booking,2026-08-03 02:00:00
521,168,1,2,\N,Booking được xác nhận,2026-08-03 02:05:00
522,168,2,3,8,Staff bắt đầu thực hiện dịch vụ,2026-08-12 09:00:00
523,168,3,4,8,Dịch vụ đã hoàn thành,2026-08-12 10:30:00
524,169,\N,1,103,Khách hàng tạo booking,2026-07-25 09:00:00
525,169,1,2,1,Booking được xác nhận,2026-07-25 09:05:00
526,169,2,3,13,Staff bắt đầu thực hiện dịch vụ,2026-08-11 11:00:00
527,169,3,4,13,Dịch vụ đã hoàn thành,2026-08-11 11:45:00
528,170,\N,1,55,Khách hàng tạo booking,2026-08-06 08:30:00
529,170,1,2,\N,Booking được xác nhận,2026-08-06 08:35:00
530,170,2,3,7,Staff bắt đầu thực hiện dịch vụ,2026-09-03 15:30:00
531,170,3,4,7,Dịch vụ đã hoàn thành,2026-09-03 17:30:00
532,171,\N,1,86,Khách hàng tạo booking,2026-07-22 01:00:00
533,171,1,2,\N,Booking được xác nhận,2026-07-22 01:05:00
534,171,2,3,10,Staff bắt đầu thực hiện dịch vụ,2026-08-19 11:00:00
535,171,3,4,10,Dịch vụ đã hoàn thành,2026-08-19 11:45:00
536,172,\N,1,76,Khách hàng tạo booking,2026-08-14 08:00:00
537,172,1,6,1,Không còn nhân viên phù hợp trong khung giờ,2026-08-14 08:20:00
538,173,\N,1,17,Khách hàng tạo booking,2026-08-03 23:00:00
539,173,1,2,\N,Booking được xác nhận,2026-08-03 23:05:00
540,173,2,3,14,Staff bắt đầu thực hiện dịch vụ,2026-08-14 09:00:00
541,173,3,4,14,Dịch vụ đã hoàn thành,2026-08-14 09:45:00
542,174,\N,1,77,Khách hàng tạo booking,2026-07-18 06:30:00
543,174,1,2,\N,Booking được xác nhận,2026-07-18 06:35:00
544,174,2,3,12,Staff bắt đầu thực hiện dịch vụ,2026-08-08 13:30:00
545,174,3,4,12,Dịch vụ đã hoàn thành,2026-08-08 14:15:00
546,175,\N,1,49,Khách hàng tạo booking,2026-08-29 05:30:00
547,175,1,2,3,Booking được xác nhận,2026-08-29 05:35:00
548,175,2,3,15,Staff bắt đầu thực hiện dịch vụ,2026-09-07 13:30:00
549,175,3,4,15,Dịch vụ đã hoàn thành,2026-09-07 14:30:00
550,176,\N,1,103,Khách hàng tạo booking,2026-09-27 11:30:00
551,176,1,2,\N,Booking được xác nhận,2026-09-27 11:35:00
552,177,\N,1,22,Khách hàng tạo booking,2026-06-27 10:00:00
553,177,1,2,\N,Booking được xác nhận,2026-06-27 10:05:00
554,177,2,3,4,Staff bắt đầu thực hiện dịch vụ,2026-07-23 11:00:00
555,177,3,4,4,Dịch vụ đã hoàn thành,2026-07-23 12:30:00
556,178,\N,1,94,Khách hàng tạo booking,2026-08-23 06:00:00
557,178,1,2,1,Booking được xác nhận,2026-08-23 06:05:00
558,179,\N,1,32,Khách hàng tạo booking,2026-08-19 08:30:00
559,179,1,2,\N,Booking được xác nhận,2026-08-19 08:35:00
560,180,\N,1,112,Khách hàng tạo booking,2026-09-09 04:00:00
561,181,\N,1,45,Khách hàng tạo booking,2026-09-09 08:00:00
562,181,1,2,2,Booking được xác nhận,2026-09-09 08:05:00
563,182,\N,1,48,Khách hàng tạo booking,2026-08-04 10:00:00
564,182,1,2,\N,Booking được xác nhận,2026-08-04 10:05:00
565,182,2,3,6,Staff bắt đầu thực hiện dịch vụ,2026-08-08 11:00:00
566,182,3,4,6,Dịch vụ đã hoàn thành,2026-08-08 12:15:00
567,183,\N,1,41,Khách hàng tạo booking,2026-07-16 12:30:00
568,183,1,2,\N,Booking được xác nhận,2026-07-16 12:35:00
569,183,2,3,13,Staff bắt đầu thực hiện dịch vụ,2026-08-07 13:30:00
570,183,3,4,13,Dịch vụ đã hoàn thành,2026-08-07 14:15:00
571,184,\N,1,89,Khách hàng tạo booking,2026-08-03 11:30:00
572,184,1,2,1,Booking được xác nhận,2026-08-03 11:35:00
573,184,2,5,89,Khách hàng hủy lịch,2026-08-04 11:30:00
574,185,\N,1,102,Khách hàng tạo booking,2026-08-18 08:30:00
575,185,1,2,\N,Booking được xác nhận,2026-08-18 08:35:00
576,185,2,3,14,Staff bắt đầu thực hiện dịch vụ,2026-09-14 13:30:00
577,186,\N,1,30,Khách hàng tạo booking,2026-07-01 11:00:00
578,186,1,2,\N,Booking được xác nhận,2026-07-01 11:05:00
579,186,2,3,10,Staff bắt đầu thực hiện dịch vụ,2026-07-21 11:00:00
580,186,3,4,10,Dịch vụ đã hoàn thành,2026-07-21 12:00:00
581,187,\N,1,109,Khách hàng tạo booking,2026-07-12 10:30:00
582,187,1,6,1,Không còn nhân viên phù hợp trong khung giờ,2026-07-12 10:50:00
583,188,\N,1,60,Khách hàng tạo booking,2026-09-14 05:30:00
584,188,1,2,\N,Booking được xác nhận,2026-09-14 05:35:00
585,188,2,5,60,Khách hàng hủy lịch,2026-09-15 05:30:00
586,189,\N,1,86,Khách hàng tạo booking,2026-06-11 23:00:00
587,189,1,2,\N,Booking được xác nhận,2026-06-11 23:05:00
588,189,2,3,7,Staff bắt đầu thực hiện dịch vụ,2026-07-03 09:00:00
589,189,3,4,7,Dịch vụ đã hoàn thành,2026-07-03 10:00:00
590,190,\N,1,59,Khách hàng tạo booking,2026-06-07 09:30:00
591,190,1,2,3,Booking được xác nhận,2026-06-07 09:35:00
592,190,2,3,6,Staff bắt đầu thực hiện dịch vụ,2026-07-01 15:30:00
593,190,3,4,6,Dịch vụ đã hoàn thành,2026-07-01 16:15:00
594,191,\N,1,48,Khách hàng tạo booking,2026-09-14 07:30:00
595,191,1,6,1,Không còn nhân viên phù hợp trong khung giờ,2026-09-14 07:50:00
596,192,\N,1,22,Khách hàng tạo booking,2026-07-10 10:30:00
597,192,1,2,\N,Booking được xác nhận,2026-07-10 10:35:00
598,192,2,3,6,Staff bắt đầu thực hiện dịch vụ,2026-07-23 15:30:00
599,192,3,4,6,Dịch vụ đã hoàn thành,2026-07-23 17:30:00
600,193,\N,1,73,Khách hàng tạo booking,2026-08-22 03:30:00
601,193,1,2,3,Booking được xác nhận,2026-08-22 03:35:00
602,193,2,3,4,Staff bắt đầu thực hiện dịch vụ,2026-09-09 13:30:00
603,193,3,4,4,Dịch vụ đã hoàn thành,2026-09-09 15:00:00
604,194,\N,1,106,Khách hàng tạo booking,2026-09-06 23:00:00
605,194,1,2,\N,Booking được xác nhận,2026-09-06 23:05:00
606,194,2,5,106,Khách hàng hủy lịch,2026-09-07 23:00:00
607,195,\N,1,34,Khách hàng tạo booking,2026-08-15 01:00:00
608,195,1,2,\N,Booking được xác nhận,2026-08-15 01:05:00
609,195,2,3,9,Staff bắt đầu thực hiện dịch vụ,2026-09-14 11:00:00
610,196,\N,1,106,Khách hàng tạo booking,2026-09-24 07:00:00
611,196,1,2,3,Booking được xác nhận,2026-09-24 07:05:00
612,197,\N,1,90,Khách hàng tạo booking,2026-06-23 03:00:00
613,197,1,2,\N,Booking được xác nhận,2026-06-23 03:05:00
614,197,2,3,15,Staff bắt đầu thực hiện dịch vụ,2026-07-07 11:00:00
615,197,3,4,15,Dịch vụ đã hoàn thành,2026-07-07 12:30:00
616,198,\N,1,67,Khách hàng tạo booking,2026-09-27 23:00:00
617,198,1,2,\N,Booking được xác nhận,2026-09-27 23:05:00
618,199,\N,1,95,Khách hàng tạo booking,2026-08-10 03:00:00
619,199,1,2,1,Booking được xác nhận,2026-08-10 03:05:00
620,199,2,3,14,Staff bắt đầu thực hiện dịch vụ,2026-09-04 11:00:00
621,199,3,4,14,Dịch vụ đã hoàn thành,2026-09-04 11:45:00
622,200,\N,1,16,Khách hàng tạo booking,2026-09-04 08:00:00
623,200,1,2,\N,Booking được xác nhận,2026-09-04 08:05:00
624,200,2,3,4,Staff bắt đầu thực hiện dịch vụ,2026-09-07 09:00:00
625,200,3,4,4,Dịch vụ đã hoàn thành,2026-09-07 09:45:00
626,201,\N,1,38,Khách hàng tạo booking,2026-08-09 01:00:00
627,201,1,2,\N,Booking được xác nhận,2026-08-09 01:05:00
628,201,2,3,14,Staff bắt đầu thực hiện dịch vụ,2026-08-21 09:00:00
629,201,3,4,14,Dịch vụ đã hoàn thành,2026-08-21 10:30:00
630,202,\N,1,53,Khách hàng tạo booking,2026-06-17 03:30:00
631,202,1,2,2,Booking được xác nhận,2026-06-17 03:35:00
632,202,2,3,4,Staff bắt đầu thực hiện dịch vụ,2026-07-16 13:30:00
633,202,3,4,4,Dịch vụ đã hoàn thành,2026-07-16 15:00:00
634,203,\N,1,34,Khách hàng tạo booking,2026-07-20 10:30:00
635,203,1,2,\N,Booking được xác nhận,2026-07-20 10:35:00
636,203,2,3,14,Staff bắt đầu thực hiện dịch vụ,2026-07-24 13:30:00
637,203,3,4,14,Dịch vụ đã hoàn thành,2026-07-24 15:00:00
638,204,\N,1,90,Khách hàng tạo booking,2026-08-27 05:00:00
639,204,1,6,1,Không còn nhân viên phù hợp trong khung giờ,2026-08-27 05:20:00
640,205,\N,1,101,Khách hàng tạo booking,2026-08-21 10:30:00
641,205,1,6,1,Không còn nhân viên phù hợp trong khung giờ,2026-08-21 10:50:00
642,206,\N,1,107,Khách hàng tạo booking,2026-08-19 03:30:00
643,206,1,2,\N,Booking được xác nhận,2026-08-19 03:35:00
644,206,2,5,107,Khách hàng hủy lịch,2026-08-20 03:30:00
645,207,\N,1,109,Khách hàng tạo booking,2026-06-29 02:00:00
646,207,1,2,\N,Booking được xác nhận,2026-06-29 02:05:00
647,207,2,3,9,Staff bắt đầu thực hiện dịch vụ,2026-07-28 11:00:00
648,207,3,4,9,Dịch vụ đã hoàn thành,2026-07-28 11:45:00
649,208,\N,1,53,Khách hàng tạo booking,2026-09-23 02:00:00
650,208,1,2,3,Booking được xác nhận,2026-09-23 02:05:00
651,209,\N,1,21,Khách hàng tạo booking,2026-09-25 07:30:00
652,210,\N,1,51,Khách hàng tạo booking,2026-08-21 09:00:00
653,210,1,2,\N,Booking được xác nhận,2026-08-21 09:05:00
654,210,2,3,4,Staff bắt đầu thực hiện dịch vụ,2026-09-05 11:00:00
655,210,3,4,4,Dịch vụ đã hoàn thành,2026-09-05 12:30:00
656,211,\N,1,25,Khách hàng tạo booking,2026-07-05 08:30:00
657,211,1,2,3,Booking được xác nhận,2026-07-05 08:35:00
658,211,2,3,15,Staff bắt đầu thực hiện dịch vụ,2026-07-21 15:30:00
659,211,3,4,15,Dịch vụ đã hoàn thành,2026-07-21 17:30:00
660,212,\N,1,91,Khách hàng tạo booking,2026-07-04 03:00:00
661,212,1,2,\N,Booking được xác nhận,2026-07-04 03:05:00
662,212,2,3,9,Staff bắt đầu thực hiện dịch vụ,2026-07-21 09:00:00
663,212,3,4,9,Dịch vụ đã hoàn thành,2026-07-21 10:30:00
664,213,\N,1,88,Khách hàng tạo booking,2026-09-12 12:00:00
665,213,1,6,1,Không còn nhân viên phù hợp trong khung giờ,2026-09-12 12:20:00
666,214,\N,1,82,Khách hàng tạo booking,2026-09-25 04:00:00
667,215,\N,1,93,Khách hàng tạo booking,2026-07-29 08:30:00
668,215,1,6,1,Không còn nhân viên phù hợp trong khung giờ,2026-07-29 08:50:00
669,216,\N,1,60,Khách hàng tạo booking,2026-08-28 13:30:00
670,216,1,2,\N,Booking được xác nhận,2026-08-28 13:35:00
671,216,2,3,8,Staff bắt đầu thực hiện dịch vụ,2026-09-14 13:30:00
672,217,\N,1,99,Khách hàng tạo booking,2026-09-28 05:30:00
673,218,\N,1,77,Khách hàng tạo booking,2026-09-18 05:30:00
674,218,1,2,\N,Booking được xác nhận,2026-09-18 05:35:00
675,218,2,5,77,Khách hàng hủy lịch,2026-09-19 05:30:00
676,219,\N,1,27,Khách hàng tạo booking,2026-08-04 11:30:00
677,219,1,2,\N,Booking được xác nhận,2026-08-04 11:35:00
678,219,2,5,27,Khách hàng hủy lịch,2026-08-05 11:30:00
679,220,\N,1,79,Khách hàng tạo booking,2026-08-06 07:00:00
680,220,1,6,1,Không còn nhân viên phù hợp trong khung giờ,2026-08-06 07:20:00
